RC T,RC 45,RC 60,RC 90,RC 120,RC 121+,RC A,AP SPT,SPORTCB,PDM CBT,A3MIB TON CBT,LMIB RUB  CBT,MR CBT,SP RUB CBT,LMS RUB CBT,LMS TON CBT,L3MS RUB CBT,L3MS TON CBT,L3MS PPRICE CBT,CSM CBT,SMR TON CBT,SMR RUB CBT,PFMR TON CBT,SiteTraffic,USD Rate,EURO Rate,OP RUB CBT
0.7857552405919596,0.6329053595661411,1.6124147400257416,-1.1933267133083778,0.3504360421824209,0.7079713156719313,0.9265374412538182,-0.8376256592423044,1.3243428485722624,1.5821959499722873,0.07170481961155704,-1.6143684000523473,0.2362440822110824,-1.5683835672502124,-0.5212565798424227,0.15731211469948903,-0.8237933190995115,-0.23522393835997327,-1.1949697847862824,-2.013821710742802,-0.4412074035225786,-0.298881760221177,0.5877931685933289,-2.072733224203893,-1.2280619691840942,-1.246848368730459,74643827.55
0.03963836980472798,0.5003631218064952,-0.9234221474112068,-1.2906956621992969,-0.09040166359640661,0.5657911230157116,0.6428833443657319,-0.7795391746344521,1.3698070885291702,0.6019671390284523,0.5085392743138573,-0.14341847510876832,-0.4013350752355118,-0.7366491605618865,-1.3931944363930753,-1.5992030577386926,-1.0577659587631398,-0.9114539557114787,-1.0235921775734376,-1.1055919828222127,-0.4412074035225786,-0.298881760221177,-0.7972199880497866,-1.0728782677410273,-1.2652074273467326,-1.2675427239871138,112575296.2
1.2612027894359663,1.4044773357177665,1.7660453661917426,-0.8870839612402005,1.0040756663652388,0.3145841388802569,0.31094992301112057,-0.6386932646019572,1.4950474676860064,1.0223210775258258,0.8064411755938339,0.06866873685695905,-0.9405646773519859,-0.5712778928847045,-0.7102668645160095,-0.6407227431826628,-0.923138469250842,-0.8380976917053731,-0.8361449632347238,-0.1389257693262876,-0.4412074035225786,-0.298881760221177,0.17711406761253706,-0.8983911038549045,-1.3054281157637746,-1.2684536044669985,143181205.4
0.29985111285219596,0.10528585140192177,1.4204566375694814,-1.2604850178079532,0.9587150773670088,0.009750587785821592,0.25322085492690344,-0.7547945773956625,1.446624619987229,0.5458852893768699,1.3116998293202229,0.46913058007788594,-0.8704902262694003,-0.0639699389949595,-0.7756232304807638,-0.9238538793086333,-1.0206233090436287,-1.3244358944542083,-0.590916251542313,-0.03886194936967649,-0.4412074035225786,-0.298881760221177,1.3287581064335876,-0.9078385260644876,-1.320562497732821,-1.2367337203351716,200596998.2
1.3110853974610104,0.9116017094141933,2.5760637069769623,-1.2473579330323759,1.6921385391503054,0.18909773245263847,0.7863392276919389,-0.36263165152944765,1.6628554042309258,1.4142963468154144,2.0721726784544736,1.0887372964631123,0.15545179779715018,-0.5482262110278755,-0.8018509977649908,-1.0588913323288323,-0.7999327352517479,-1.0514023370246248,-0.41265752940585354,-0.18115680372846285,-0.4412074035225786,-0.298881760221177,-1.6497990541076197,-1.2781026747086595,-1.3313637182988958,-1.2672302406013898,162287545.1
0.7877072824666852,0.7322306270157454,1.2659834272721124,-1.281356710886178,1.071229122450474,0.5126635342577353,0.28770838638143714,-0.22251104164229504,1.6512118766327153,0.23726315677549747,2.4487082819658963,1.7634637501728,-0.8399198722606159,-0.09841464210876708,0.1967973848846818,0.26464934535886603,-0.4536286285312595,-0.6585182357343966,-0.1693865765371245,0.8132934310591029,-0.4412074035225786,-0.298881760221177,-0.7506108695700913,-1.0483391206130712,-1.3261301105562437,-1.2524251876122015,178737329.4
1.4915289034589603,1.981628500253378,1.4081909472714393,-1.2374627102152083,1.06213811149369,0.5823260657930223,0.7519020699324991,-0.18492253024372887,1.6909448648813736,0.15303712442357378,2.55009237493767,2.574762782192282,-0.9951821635499999,-0.12851479580793704,-0.09433872427470966,-0.2997923400042204,-0.20504916597851558,-0.37407470802189485,0.01843646688649043,-0.6181516517736485,-0.4412074035225786,-0.298881760221177,0.025126210848824014,-0.9405667407379537,-1.3300061875393872,-1.2744452038867766,173392334.4
0.7185684719339457,0.9871928000612191,0.9277844926705044,-1.2484821154456425,0.8502246584708932,0.19971839110817122,0.8872091816644537,-0.1866088754055045,1.7284220820518466,-0.043600609129245786,2.2395304664627975,2.32131171765385,-0.29633783835551075,-0.12851479580793704,-0.001499221774349696,-0.20105499882882566,0.0773191194227516,0.010804510776206937,0.17729245137596852,1.852601735057437,-0.4412074035225786,-0.298881760221177,0.09617593567454279,-0.8838141045382205,-1.2895721505949305,-1.176767013737584,175534198.0
1.1528624058882369,1.9020603355506573,0.5707366696370424,-1.2681228092596042,1.1110736748347774,0.21774238762329118,0.887282695857104,-0.1839110343673634,1.7112406440621792,0.12495578743502386,1.9050099137201872,2.1921392806002404,-0.4392706785028352,-0.12851479580793704,0.3459283559106655,0.37878087622251794,0.1313213373164499,0.054555404786778394,0.22830989379618782,0.6992396053180364,-0.4412074035225786,-0.298881760221177,-0.002582536619549211,-1.4633197968299285,-1.2079039666458318,-1.1681462399402716,174371616.3
1.521850952532968,2.392315004401219,0.7347090508051363,-1.2051168830228702,0.9319702536548866,0.6489255415460288,0.9956272551282672,-0.13730306895708888,1.7469859643465535,0.012598404341249965,1.3153826126635288,2.022941184511146,-1.1369182928508972,-0.27313973849877343,0.7377040702376005,1.061499665260172,0.42522429989632077,0.5682065009732055,0.2696466668501665,-1.207771895424041,-0.4412074035225786,-0.298881760221177,0.595696883890584,-0.726228162831509,-1.1674871783933316,-1.1089758998869974,167306764.4
