RC T,RC 45,RC 60,RC 90,RC 120,RC 121+,RC A,PDM GH,A3MIB TON GH,LMIB RUB  GH,MR GH,SP RUB GH,LMS RUB GH,LMS TON  GH,L3MS RUB GH,L3MS TON GH,L3MS PPRICE  GH,CSM GH,SMR TON GH,SMR RUB GH,PFMR TON RS,SiteTraffic,USD Rate,EURO Rate,OP RUB GH
0.7857552405919596,0.6329053595661411,1.6124147400257416,-1.1933267133083778,0.3504360421824209,0.7079713156719313,0.9265374412538182,-0.7333896611458826,0.9399622626012756,0.2888561398635799,-0.0954538743923598,-1.3189150069183213,3.553892531020401,3.0260077091868895,2.7107837655739035,2.3405796929729576,-1.1234712787877168,-2.326658021512164,-1.4716461722703458,-1.3378208002072565,0.8710594269708707,-2.072733224203893,-1.2280619691840942,-1.246848368730459,1502159.81
0.03963836980472798,0.5003631218064952,-0.9234221474112068,-1.2906956621992969,-0.09040166359640661,0.5657911230157116,0.6428833443657319,0.6647604453417671,1.145487305193407,0.39886562697661265,0.6289843682130642,-0.7170762646215001,-1.7427810582234946,-1.2453542346507351,2.177164768899981,2.10395756926273,-1.090546468486209,-0.06453841641746305,-1.4716461722703458,-1.3378208002072565,0.8019466599409382,-1.0728782677410273,-1.2652074273467326,-1.2675427239871138,7421816.11
1.2612027894359663,1.4044773357177665,1.7660453661917426,-0.8870839612402005,1.0040756663652388,0.3145841388802569,0.31094992301112057,-0.12883969943299295,1.353758298228857,0.8904053446918689,0.931871019335552,-0.6018900657939908,0.3905671491664259,0.8843102914486775,1.9846998227055093,1.9386035546207885,-0.9082453405502062,0.8767204966605997,-1.4716461722703458,-1.3378208002072565,0.3284312834213641,-0.8983911038549045,-1.3054281157637746,-1.2684536044669985,3107273.96
0.29985111285219596,0.10528585140192177,1.4204566375694814,-1.2604850178079532,0.9587150773670088,0.009750587785821592,0.25322085492690344,-0.4243615634246198,1.5240353227229357,1.1848329045386063,0.46018080235675546,-0.25895930581000776,1.338832783919768,1.639137665736421,0.139003199177274,0.9187091005588554,-0.9195716045771416,0.07123407247442247,-1.4716461722703458,-1.3378208002072565,1.1999025623622745,-0.9078385260644876,-1.320562497732821,-1.2367337203351716,7276150.0
1.3110853974610104,0.9116017094141933,2.5760637069769623,-1.2473579330323759,1.6921385391503054,0.18909773245263847,0.7863392276919389,0.07965755255465524,1.6321792695173434,1.33168861775547,0.9221777702334668,-0.5859611906190823,1.5933698687095066,1.8914445864636082,1.7086330273007542,1.8353810612004273,-0.8828708024498813,0.15681108094575552,-1.4716461722703458,-1.3378208002072565,-0.9992086628936495,-1.2781026747086595,-1.3313637182988958,-1.2672302406013898,3426680.34
0.7877072824666852,0.7322306270157454,1.2659834272721124,-1.281356710886178,1.071229122450474,0.5126635342577353,0.28770838638143714,1.4029002466717764,1.6887005955169954,1.5083097946653214,1.405766415388433,-0.2817178733384835,-0.7324829761786602,-0.09382851672063922,1.2385078892154415,1.6191317052541496,-0.9305656106958824,2.2684740016567098,-1.4716461722703458,-1.3378208002072565,0.9017538562276811,-1.0483391206130712,-1.3261301105562437,-1.2524251876122015,6748373.28
1.4915289034589603,1.981628500253378,1.4081909472714393,-1.2374627102152083,1.06213811149369,0.5823260657930223,0.7519020699324991,-0.5601981107592152,1.7430114321565648,1.691469148516532,0.33424765693622294,-0.30167100419001286,-1.2981926623404456,-1.1734900265403228,-0.028168963155501686,0.7783364946034643,-0.7472579291895036,-0.3534293705030085,-1.4716461722703458,-1.3378208002072565,1.9307485431057752,-0.9405667407379537,-1.3300061875393872,-1.2744452038867766,3057828.81
0.7185684719339457,0.9871928000612191,0.9277844926705044,-1.2484821154456425,0.8502246584708932,0.19971839110817122,0.8872091816644537,0.11637236710500132,1.8082534574399824,1.7238035588665612,1.0620874449581694,-0.30167100419001286,-0.8329097043187661,-0.46196908264132963,-1.4172818469924384,-0.9488897802347751,-0.5954656518226332,0.10989490594704901,-1.4716461722703458,-1.3378208002072565,0.8899688372123041,-0.8838141045382205,-1.2895721505949305,-1.176767013737584,5149812.27
1.1528624058882369,1.9020603355506573,0.5707366696370424,-1.2681228092596042,1.1110736748347774,0.21774238762329118,0.887282695857104,-0.634382527791535,1.8262398520885692,2.0152833897674594,0.6814985732511614,-0.30167100419001286,1.0842124840318492,1.2875939091853106,-0.43608350611294244,0.12870169101895415,-0.43888121122208845,0.6549638688164399,-1.4716461722703458,-1.3378208002072565,-0.36750222115115144,-1.4633197968299285,-1.2079039666458318,-1.1681462399402716,2084606.16
1.521850952532968,2.392315004401219,0.7347090508051363,-1.2051168830228702,0.9319702536548866,0.6489255415460288,0.9956272551282672,-0.06743846367084351,1.7847198228407337,2.03052494150458,0.5414481578114774,-0.39837319656620634,2.0741916652449284,2.1052276172214683,1.3926582743408091,1.5270176013947725,-0.5829390303939876,-0.2991066843059601,-1.4716461722703458,-1.3378208002072565,-0.10764949564695547,-0.726228162831509,-1.1674871783933316,-1.1089758998869974,3036548.04
